version,2.3.0
info,balls_per_over,6
info,team,Brazil
info,team,Costa Rica
info,team_type,international
info,gender,male
info,season,2026
info,date,2026/04/04
info,event,Central American Cricket Championships
info,match_id,1529380
info,match_type,T20
info,match_type_number,3797
info,overs,20
info,match_number,5
info,venue,"Reforma Athletic Club, Naucalpan"
info,city,Naucalpan
info,toss_winner,Costa Rica
info,toss_decision,field
info,player_of_match,LH Rodrigues
info,target_overs,2,20
info,target_runs,2,158
info,winner,Brazil
info,winner_runs,69
info,player,Brazil,LF Muller
info,player,Brazil,LH Rodrigues
info,player,Brazil,Yasar Haroon
info,player,Brazil,MFI Assuncao
info,player,Brazil,CC Machado
info,player,Brazil,LA Goncalves
info,player,Brazil,W Maximo
info,player,Brazil,LG Moras
info,player,Brazil,G Oliveira
info,player,Brazil,B Passoni
info,player,Brazil,C Cirino
info,player,Costa Rica,S Kommula
info,player,Costa Rica,YJC Altamirano
info,player,Costa Rica,S Ravikumar
info,player,Costa Rica,J Cutinho
info,player,Costa Rica,S Pillai
info,player,Costa Rica,TV Badri Narayanan
info,player,Costa Rica,S Wankhade
info,player,Costa Rica,K Shivam
info,player,Costa Rica,O Sam Arthur
info,player,Costa Rica,S Murari
info,player,Costa Rica,Imran Ahmed Kaneez
info,registry,people,B Passoni,a3e8e678
info,registry,people,C Cirino,ddf3ccfa
info,registry,people,CC Machado,5992ef03
info,registry,people,G Oliveira,b4c52f5f
info,registry,people,Imran Ahmed Kaneez,8c3cbee9
info,registry,people,J Cutinho,c329d304
info,registry,people,K Shivam,f46fbe60
info,registry,people,LA Goncalves,40ff8e58
info,registry,people,LF Muller,f6411545
info,registry,people,LG Moras,d5dea4e7
info,registry,people,LH Rodrigues,57c95c3c
info,registry,people,MFI Assuncao,d8e48e1b
info,registry,people,O Sam Arthur,11c35bf1
info,registry,people,S Kommula,cd99468d
info,registry,people,S Murari,3ed39f01
info,registry,people,S Pillai,927b34c9
info,registry,people,S Ravikumar,5597338d
info,registry,people,S Wankhade,27ca21c1
info,registry,people,TV Badri Narayanan,fb68e13e
info,registry,people,W Maximo,e41dee27
info,registry,people,YJC Altamirano,35f622e6
info,registry,people,Yasar Haroon,5a8dc41e
