match_id,season,start_date,venue,innings,ball,actual_delivery,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,non_boundary,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed,fielder_1,fielder_2,fielder_3
1275122,2021,2021-09-14,"Botswana Cricket Association Oval 1, Gaborone",1,0.1,0.1,Tanzania,Eswatini,FO Kibasu,S Mtae,Ntombizonke MKhatshwa,3,0,,,,,,,,,,,,,
1275122,2021,2021-09-14,"Botswana Cricket Association Oval 1, Gaborone",1,0.2,0.2,Tanzania,Eswatini,S Mtae,FO Kibasu,Ntombizonke MKhatshwa,4,0,,,,,,,,,,,,,
1275122,2021,2021-09-14,"Botswana Cricket Association Oval 1, Gaborone",1,0.3,0.3,Tanzania,Eswatini,S Mtae,FO Kibasu,Ntombizonke MKhatshwa,0,0,,,,,,,,,,,,,
1275122,2021,2021-09-14,"Botswana Cricket Association Oval 1, Gaborone",1,0.4,0.4,Tanzania,Eswatini,S Mtae,FO Kibasu,Ntombizonke MKhatshwa,1,0,,,,,,,,,,,,,
1275122,2021,2021-09-14,"Botswana Cricket Association Oval 1, Gaborone",1,0.5,0.5,Tanzania,Eswatini,FO Kibasu,S Mtae,Ntombizonke MKhatshwa,1,0,,,,,,,,,,,,,
1275122,2021,2021-09-14,"Botswana Cricket Association Oval 1, Gaborone",1,0.6,0.6,Tanzania,Eswatini,S Mtae,FO Kibasu,Ntombizonke MKhatshwa,3,0,,,,,,,,,,,,,
1275122,2021,2021-09-14,"Botswana Cricket Association Oval 1, Gaborone",1,1.1,1.1,Tanzania,Eswatini,S Mtae,FO Kibasu,W Ginindza,4,0,,,,,,,,,,,,,
1275122,2021,2021-09-14,"Botswana Cricket Association Oval 1, Gaborone",1,1.2,1.2,Tanzania,Eswatini,S Mtae,FO Kibasu,W Ginindza,0,1,1,,,,,,,,,,,,
1275122,2021,2021-09-14,"Botswana Cricket Association Oval 1, Gaborone",1,1.3,1.2,Tanzania,Eswatini,S Mtae,FO Kibasu,W Ginindza,0,1,1,,,,,,,,,,,,
1275122,2021,2021-09-14,"Botswana Cricket Association Oval 1, Gaborone",1,1.4,1.2,Tanzania,Eswatini,S Mtae,FO Kibasu,W Ginindza,4,0,,,,,,,,,,,,,
1275122,2021,2021-09-14,"Botswana Cricket Association Oval 1, Gaborone",1,1.5,1.3,Tanzania,Eswatini,S Mtae,FO Kibasu,W Ginindza,0,0,,,,,,,,,,,,,
1275122,2021,2021-09-14,"Botswana Cricket Association Oval 1, Gaborone",1,1.6,1.4,Tanzania,Eswatini,S Mtae,FO Kibasu,W Ginindza,0,1,1,,,,,,,,,,,,
1275122,2021,2021-09-14,"Botswana Cricket Association Oval 1, Gaborone",1,1.7,1.4,Tanzania,Eswatini,S Mtae,FO Kibasu,W Ginindza,0,1,1,,,,,,,,,,,,
1275122,2021,2021-09-14,"Botswana Cricket Association Oval 1, Gaborone",1,1.8,1.4,Tanzania,Eswatini,S Mtae,FO Kibasu,W Ginindza,0,1,1,,,,,,,,,,,,
1275122,2021,2021-09-14,"Botswana Cricket Association Oval 1, Gaborone",1,1.9,1.4,Tanzania,Eswatini,S Mtae,FO Kibasu,W Ginindza,0,1,1,,,,,,,,,,,,
1275122,2021,2021-09-14,"Botswana Cricket Association Oval 1, Gaborone",1,1.10,1.4,Tanzania,Eswatini,S Mtae,FO Kibasu,W Ginindza,0,1,1,,,,,,,,,,,,
