version,2.3.0
info,balls_per_over,6
info,team,Chile
info,team,Costa Rica
info,team_type,international
info,gender,female
info,season,2026
info,date,2026/04/25
info,event,Chile Women tour of Costa Rica
info,match_id,1531171
info,match_type,T20
info,match_type_number,2738
info,overs,20
info,match_number,2
info,venue,Los Reyes Polo Club
info,city,Guacima
info,toss_winner,Costa Rica
info,toss_decision,field
info,player_of_match,ADP Diaz
info,target_overs,2,20
info,target_runs,2,82
info,winner,Costa Rica
info,winner_wickets,8
info,player,Chile,Camila Valdes
info,player,Chile,IIA Vildosola
info,player,Chile,YB Rodriguez
info,player,Chile,Sofia Mardones
info,player,Chile,Florencia Martinez
info,player,Chile,MBT Montero
info,player,Chile,Maria Salazar
info,player,Chile,Franchesca Moya
info,player,Chile,JA Miranda
info,player,Chile,Sofia Araya
info,player,Chile,NCC Perez
info,player,Costa Rica,DG Perez
info,player,Costa Rica,MPA Miranda
info,player,Costa Rica,SB Martinez
info,player,Costa Rica,EFB Estrada
info,player,Costa Rica,AB Martinez
info,player,Costa Rica,A Cespedes
info,player,Costa Rica,JC Molina
info,player,Costa Rica,YP Molina
info,player,Costa Rica,SRE Lara
info,player,Costa Rica,ADP Diaz
info,player,Costa Rica,APS Sanchez
info,registry,people,A Cespedes,9e7f9696
info,registry,people,AB Martinez,07c15419
info,registry,people,ADP Diaz,1fc086bc
info,registry,people,APS Sanchez,e2b2c927
info,registry,people,Camila Valdes,dfe8ddeb
info,registry,people,DG Perez,4aff35ac
info,registry,people,EFB Estrada,4b490566
info,registry,people,Florencia Martinez,0626d312
info,registry,people,Franchesca Moya,dd30467d
info,registry,people,IIA Vildosola,4081b382
info,registry,people,JA Miranda,8c8a3ac6
info,registry,people,JC Molina,dff2ffa0
info,registry,people,MBT Montero,7f3f5e0b
info,registry,people,MPA Miranda,9f015fdd
info,registry,people,Maria Salazar,0e4abf0c
info,registry,people,NCC Perez,4da3f550
info,registry,people,SB Martinez,a972ca63
info,registry,people,SRE Lara,2f644e7f
info,registry,people,Sofia Araya,e4d4c4e0
info,registry,people,Sofia Mardones,f4e6469b
info,registry,people,YB Rodriguez,779f6c19
info,registry,people,YP Molina,dca2e79a
