match_id,season,start_date,venue,innings,ball,actual_delivery,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,non_boundary,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed,fielder_1,fielder_2,fielder_3
1388414,2023,2023-09-17,"R Premadasa Stadium, Colombo",1,0.1,0.1,Sri Lanka,India,P Nissanka,MDKJ Perera,JJ Bumrah,1,0,,,,,,,,,,,,,
1388414,2023,2023-09-17,"R Premadasa Stadium, Colombo",1,0.2,0.2,Sri Lanka,India,MDKJ Perera,P Nissanka,JJ Bumrah,0,0,,,,,,,,,,,,,
1388414,2023,2023-09-17,"R Premadasa Stadium, Colombo",1,0.3,0.3,Sri Lanka,India,MDKJ Perera,P Nissanka,JJ Bumrah,0,0,,,,,,,caught,MDKJ Perera,,,KL Rahul,,
1388414,2023,2023-09-17,"R Premadasa Stadium, Colombo",1,0.4,0.4,Sri Lanka,India,BKG Mendis,P Nissanka,JJ Bumrah,4,0,,,,,,,,,,,,,
1388414,2023,2023-09-17,"R Premadasa Stadium, Colombo",1,0.5,0.5,Sri Lanka,India,BKG Mendis,P Nissanka,JJ Bumrah,0,1,1,,,,,,,,,,,,
1388414,2023,2023-09-17,"R Premadasa Stadium, Colombo",1,0.6,0.5,Sri Lanka,India,BKG Mendis,P Nissanka,JJ Bumrah,1,0,,,,,,,,,,,,,
1388414,2023,2023-09-17,"R Premadasa Stadium, Colombo",1,0.7,0.6,Sri Lanka,India,P Nissanka,BKG Mendis,JJ Bumrah,0,0,,,,,,,,,,,,,
1388414,2023,2023-09-17,"R Premadasa Stadium, Colombo",1,1.1,1.1,Sri Lanka,India,BKG Mendis,P Nissanka,Mohammed Siraj,0,0,,,,,,,,,,,,,
1388414,2023,2023-09-17,"R Premadasa Stadium, Colombo",1,1.2,1.2,Sri Lanka,India,BKG Mendis,P Nissanka,Mohammed Siraj,0,0,,,,,,,,,,,,,
1388414,2023,2023-09-17,"R Premadasa Stadium, Colombo",1,1.3,1.3,Sri Lanka,India,BKG Mendis,P Nissanka,Mohammed Siraj,0,0,,,,,,,,,,,,,
1388414,2023,2023-09-17,"R Premadasa Stadium, Colombo",1,1.4,1.4,Sri Lanka,India,BKG Mendis,P Nissanka,Mohammed Siraj,0,0,,,,,,,,,,,,,
1388414,2023,2023-09-17,"R Premadasa Stadium, Colombo",1,1.5,1.5,Sri Lanka,India,BKG Mendis,P Nissanka,Mohammed Siraj,0,0,,,,,,,,,,,,,
1388414,2023,2023-09-17,"R Premadasa Stadium, Colombo",1,1.6,1.6,Sri Lanka,India,BKG Mendis,P Nissanka,Mohammed Siraj,0,0,,,,,,,,,,,,,
1388414,2023,2023-09-17,"R Premadasa Stadium, Colombo",1,2.1,2.1,Sri Lanka,India,P Nissanka,BKG Mendis,JJ Bumrah,1,0,,,,,,,,,,,,,
1388414,2023,2023-09-17,"R Premadasa Stadium, Colombo",1,2.2,2.2,Sri Lanka,India,BKG Mendis,P Nissanka,JJ Bumrah,0,0,,,,,,,,,,,,,
1388414,2023,2023-09-17,"R Premadasa Stadium, Colombo",1,2.3,2.3,Sri Lanka,India,BKG Mendis,P Nissanka,JJ Bumrah,0,0,,,,,,,,,,,,,
