version,1.8.0
info,balls_per_over,6
info,team,Rajasthan Royals
info,team,Kochi Tuskers Kerala
info,team_type,club
info,gender,male
info,season,2011
info,date,2011/04/24
info,event,Indian Premier League
info,match_id,501225
info,match_type,T20
info,overs,20
info,match_number,28
info,venue,Sawai Mansingh Stadium
info,city,Jaipur
info,toss_winner,Rajasthan Royals
info,toss_decision,field
info,player_of_match,SK Warne
info,umpire,BR Doctrove
info,umpire,SK Tarapore
info,reserve_umpire,R Subramanian
info,tv_umpire,S Ravi
info,match_referee,D Govindjee
info,target_overs,2,20
info,target_runs,2,110
info,winner,Rajasthan Royals
info,winner_wickets,8
info,player,Kochi Tuskers Kerala,DPMD Jayawardene
info,player,Kochi Tuskers Kerala,VVS Laxman
info,player,Kochi Tuskers Kerala,PA Patel
info,player,Kochi Tuskers Kerala,BJ Hodge
info,player,Kochi Tuskers Kerala,RA Jadeja
info,player,Kochi Tuskers Kerala,RV Gomez
info,player,Kochi Tuskers Kerala,NLTC Perera
info,player,Kochi Tuskers Kerala,KM Jadhav
info,player,Kochi Tuskers Kerala,R Vinay Kumar
info,player,Kochi Tuskers Kerala,M Muralitharan
info,player,Kochi Tuskers Kerala,RP Singh
info,player,Rajasthan Royals,SR Watson
info,player,Rajasthan Royals,R Dravid
info,player,Rajasthan Royals,J Botha
info,player,Rajasthan Royals,LRPL Taylor
info,player,Rajasthan Royals,AL Menaria
info,player,Rajasthan Royals,AM Rahane
info,player,Rajasthan Royals,A Singh
info,player,Rajasthan Royals,DH Yagnik
info,player,Rajasthan Royals,SK Warne
info,player,Rajasthan Royals,STR Binny
info,player,Rajasthan Royals,SK Trivedi
info,registry,people,A Singh,5b040b81
info,registry,people,AL Menaria,8291f939
info,registry,people,AM Rahane,29e95537
info,registry,people,BJ Hodge,b57f8a9a
info,registry,people,BR Doctrove,cbebf805
info,registry,people,D Govindjee,8b4c4069
info,registry,people,DH Yagnik,063b3673
info,registry,people,DPMD Jayawardene,d18f9182
info,registry,people,J Botha,7c503806
info,registry,people,KM Jadhav,99d63244
info,registry,people,LRPL Taylor,b61a3e1a
info,registry,people,M Muralitharan,4ba44e19
info,registry,people,NLTC Perera,0f12f9df
info,registry,people,PA Patel,b5da6c24
info,registry,people,R Dravid,0184dc35
info,registry,people,R Subramanian,7c32b886
info,registry,people,R Vinay Kumar,41eb4a4f
info,registry,people,RA Jadeja,fe93fd9d
info,registry,people,RP Singh,c3d1402f
info,registry,people,RV Gomez,b2570b38
info,registry,people,S Ravi,9b9ee0df
info,registry,people,SK Tarapore,62a824b4
info,registry,people,SK Trivedi,3d7e087f
info,registry,people,SK Warne,bb18be76
info,registry,people,SR Watson,4329fbb5
info,registry,people,STR Binny,bd17b45f
info,registry,people,VVS Laxman,de8cce37
ball,1,0.1,Kochi Tuskers Kerala,DPMD Jayawardene,VVS Laxman,A Singh,1,0,,,,,,"","",0.1,,,,
ball,1,0.2,Kochi Tuskers Kerala,VVS Laxman,DPMD Jayawardene,A Singh,0,0,,,,,,"","",0.2,,,,
ball,1,0.3,Kochi Tuskers Kerala,VVS Laxman,DPMD Jayawardene,A Singh,0,0,,,,,,"","",0.3,,,,
ball,1,0.4,Kochi Tuskers Kerala,VVS Laxman,DPMD Jayawardene,A Singh,0,4,,,,4,,"","",0.4,,,,
ball,1,0.5,Kochi Tuskers Kerala,VVS Laxman,DPMD Jayawardene,A Singh,4,0,,,,,,"","",0.5,,,,
ball,1,0.6,Kochi Tuskers Kerala,VVS Laxman,DPMD Jayawardene,A Singh,0,0,,,,,,"","",0.6,,,,
ball,1,1.1,Kochi Tuskers Kerala,DPMD Jayawardene,VVS Laxman,SR Watson,0,0,,,,,,"","",1.1,,,,
ball,1,1.2,Kochi Tuskers Kerala,DPMD Jayawardene,VVS Laxman,SR Watson,1,0,,,,,,"","",1.2,,,,
ball,1,1.3,Kochi Tuskers Kerala,VVS Laxman,DPMD Jayawardene,SR Watson,0,0,,,,,,"","",1.3,,,,
ball,1,1.4,Kochi Tuskers Kerala,VVS Laxman,DPMD Jayawardene,SR Watson,0,1,,,1,,,"","",1.4,,,,
ball,1,1.5,Kochi Tuskers Kerala,DPMD Jayawardene,VVS Laxman,SR Watson,0,0,,,,,,"","",1.5,,,,
ball,1,1.6,Kochi Tuskers Kerala,DPMD Jayawardene,VVS Laxman,SR Watson,0,0,,,,,,"","",1.6,,,,
ball,1,2.1,Kochi Tuskers Kerala,VVS Laxman,DPMD Jayawardene,A Singh,2,0,,,,,,"","",2.1,,,,
ball,1,2.2,Kochi Tuskers Kerala,VVS Laxman,DPMD Jayawardene,A Singh,1,0,,,,,,"","",2.2,,,,
ball,1,2.3,Kochi Tuskers Kerala,DPMD Jayawardene,VVS Laxman,A Singh,0,1,1,,,,,"","",2.3,,,,
ball,1,2.4,Kochi Tuskers Kerala,DPMD Jayawardene,VVS Laxman,A Singh,4,0,,,,,,"","",2.3,,,,
ball,1,2.5,Kochi Tuskers Kerala,DPMD Jayawardene,VVS Laxman,A Singh,1,0,,,,,,"","",2.4,,,,
ball,1,2.6,Kochi Tuskers Kerala,VVS Laxman,DPMD Jayawardene,A Singh,1,0,,,,,,"","",2.5,,,,
ball,1,2.7,Kochi Tuskers Kerala,DPMD Jayawardene,VVS Laxman,A Singh,1,0,,,,,,"","",2.6,,,,
ball,1,3.1,Kochi Tuskers Kerala,DPMD Jayawardene,VVS Laxman,SR Watson,0,0,,,,,,"","",3.1,,,,
