version,1.8.0
info,balls_per_over,6
info,team,Deccan Chargers
info,team,Royal Challengers Bangalore
info,team_type,club
info,gender,male
info,season,2012
info,date,2012/05/20
info,event,Indian Premier League
info,match_id,548376
info,match_type,T20
info,overs,20
info,match_number,71
info,venue,"Rajiv Gandhi International Stadium, Uppal"
info,city,Hyderabad
info,toss_winner,Royal Challengers Bangalore
info,toss_decision,field
info,player_of_match,DW Steyn
info,umpire,S Ravi
info,umpire,SJA Taufel
info,reserve_umpire,KN Ananthapadmanabhan
info,tv_umpire,JD Cloete
info,match_referee,AJ Pycroft
info,target_overs,2,20
info,target_runs,2,133
info,winner,Deccan Chargers
info,winner_runs,9
info,player,Deccan Chargers,S Dhawan
info,player,Deccan Chargers,PA Reddy
info,player,Deccan Chargers,KC Sangakkara
info,player,Deccan Chargers,CL White
info,player,Deccan Chargers,JP Duminy
info,player,Deccan Chargers,PA Patel
info,player,Deccan Chargers,A Ashish Reddy
info,player,Deccan Chargers,DW Steyn
info,player,Deccan Chargers,A Mishra
info,player,Deccan Chargers,MS Gony
info,player,Deccan Chargers,V Pratap Singh
info,player,Royal Challengers Bangalore,CH Gayle
info,player,Royal Challengers Bangalore,TM Dilshan
info,player,Royal Challengers Bangalore,V Kohli
info,player,Royal Challengers Bangalore,SS Tiwary
info,player,Royal Challengers Bangalore,AB de Villiers
info,player,Royal Challengers Bangalore,MA Agarwal
info,player,Royal Challengers Bangalore,Z Khan
info,player,Royal Challengers Bangalore,R Vinay Kumar
info,player,Royal Challengers Bangalore,HV Patel
info,player,Royal Challengers Bangalore,M Muralitharan
info,player,Royal Challengers Bangalore,P Parameswaran
info,registry,people,A Ashish Reddy,1c2a64cd
info,registry,people,A Mishra,6b19d823
info,registry,people,AB de Villiers,c4487b84
info,registry,people,AJ Pycroft,685d3f80
info,registry,people,CH Gayle,db584dad
info,registry,people,CL White,d0513f63
info,registry,people,DW Steyn,8fd1a8f5
info,registry,people,HV Patel,f986ca1a
info,registry,people,JD Cloete,b0419f8c
info,registry,people,JP Duminy,2e8994e7
info,registry,people,KC Sangakkara,6b71e6cf
info,registry,people,KN Ananthapadmanabhan,3144063a
info,registry,people,KP Appanna,d92e42f5
info,registry,people,M Muralitharan,4ba44e19
info,registry,people,MA Agarwal,00ea847a
info,registry,people,MS Gony,ae78bc32
info,registry,people,P Parameswaran,0c432afb
info,registry,people,PA Patel,b5da6c24
info,registry,people,PA Reddy,2461eef2
info,registry,people,R Vinay Kumar,41eb4a4f
info,registry,people,S Dhawan,0a476045
info,registry,people,S Ravi,9b9ee0df
info,registry,people,SJA Taufel,4b43d5ac
info,registry,people,SS Tiwary,709b0bac
info,registry,people,TM Dilshan,5bdcdb72
info,registry,people,V Kohli,ba607b88
info,registry,people,V Pratap Singh,d718440b
info,registry,people,Z Khan,91a4a398
ball,1,0.1,Deccan Chargers,S Dhawan,PA Reddy,Z Khan,0,0,,,,,,"","",0.1,,,,
ball,1,0.2,Deccan Chargers,S Dhawan,PA Reddy,Z Khan,4,0,,,,,,"","",0.2,,,,
ball,1,0.3,Deccan Chargers,S Dhawan,PA Reddy,Z Khan,1,0,,,,,,"","",0.3,,,,
ball,1,0.4,Deccan Chargers,PA Reddy,S Dhawan,Z Khan,0,0,,,,,,"","",0.4,,,,
ball,1,0.5,Deccan Chargers,PA Reddy,S Dhawan,Z Khan,1,0,,,,,,"","",0.5,,,,
ball,1,0.6,Deccan Chargers,S Dhawan,PA Reddy,Z Khan,0,0,,,,,,bowled,S Dhawan,0.6,,,,
ball,1,1.1,Deccan Chargers,PA Reddy,KC Sangakkara,R Vinay Kumar,1,0,,,,,,"","",1.1,,,,
ball,1,1.2,Deccan Chargers,KC Sangakkara,PA Reddy,R Vinay Kumar,0,0,,,,,,"","",1.2,,,,
ball,1,1.3,Deccan Chargers,KC Sangakkara,PA Reddy,R Vinay Kumar,0,0,,,,,,"","",1.3,,,,
ball,1,1.4,Deccan Chargers,KC Sangakkara,PA Reddy,R Vinay Kumar,1,0,,,,,,"","",1.4,,,,
ball,1,1.5,Deccan Chargers,PA Reddy,KC Sangakkara,R Vinay Kumar,2,0,,,,,,"","",1.5,,,,
ball,1,1.6,Deccan Chargers,PA Reddy,KC Sangakkara,R Vinay Kumar,0,0,,,,,,"","",1.6,,,,
ball,1,2.1,Deccan Chargers,KC Sangakkara,PA Reddy,Z Khan,1,0,,,,,,"","",2.1,,,,
ball,1,2.2,Deccan Chargers,PA Reddy,KC Sangakkara,Z Khan,0,0,,,,,,"","",2.2,,,,
ball,1,2.3,Deccan Chargers,PA Reddy,KC Sangakkara,Z Khan,0,0,,,,,,"","",2.3,,,,
ball,1,2.4,Deccan Chargers,PA Reddy,KC Sangakkara,Z Khan,1,0,,,,,,"","",2.4,,,,
ball,1,2.5,Deccan Chargers,KC Sangakkara,PA Reddy,Z Khan,0,0,,,,,,"","",2.5,,,,
ball,1,2.6,Deccan Chargers,KC Sangakkara,PA Reddy,Z Khan,4,0,,,,,,"","",2.6,,,,
ball,1,3.1,Deccan Chargers,PA Reddy,KC Sangakkara,R Vinay Kumar,0,1,1,,,,,"","",3.1,,,,
ball,1,3.2,Deccan Chargers,PA Reddy,KC Sangakkara,R Vinay Kumar,2,0,,,,,,"","",3.1,,,,
ball,1,3.3,Deccan Chargers,PA Reddy,KC Sangakkara,R Vinay Kumar,0,0,,,,,,"","",3.2,,,,
ball,1,3.4,Deccan Chargers,PA Reddy,KC Sangakkara,R Vinay Kumar,0,0,,,,,,caught,PA Reddy,3.3,,AB de Villiers,,
ball,1,3.5,Deccan Chargers,CL White,KC Sangakkara,R Vinay Kumar,0,0,,,,,,"","",3.4,,,,
ball,1,3.6,Deccan Chargers,CL White,KC Sangakkara,R Vinay Kumar,0,0,,,,,,"","",3.5,,,,
ball,1,3.7,Deccan Chargers,CL White,KC Sangakkara,R Vinay Kumar,1,0,,,,,,"","",3.6,,,,
ball,1,4.1,Deccan Chargers,CL White,KC Sangakkara,P Parameswaran,0,0,,,,,,"","",4.1,,,,
ball,1,4.2,Deccan Chargers,CL White,KC Sangakkara,P Parameswaran,0,0,,,,,,caught,CL White,4.2,,MA Agarwal,,
ball,1,4.3,Deccan Chargers,JP Duminy,KC Sangakkara,P Parameswaran,0,0,,,,,,"","",4.3,,,,
