ball,1,5.5,Kings XI Punjab,MP Stoinis,HM Amla,PP Chawla,0,0,,,,,,"","",5.5,,,,
ball,1,5.6,Kings XI Punjab,MP Stoinis,HM Amla,PP Chawla,0,0,,,,,,"","",5.6,,,,
ball,1,6.1,Kings XI Punjab,HM Amla,MP Stoinis,UT Yadav,1,0,,,,,,"","",6.1,,,,
ball,1,6.2,Kings XI Punjab,MP Stoinis,HM Amla,UT Yadav,0,0,,,,,,"","",6.2,,,,
ball,1,6.3,Kings XI Punjab,MP Stoinis,HM Amla,UT Yadav,0,1,1,,,,,"","",6.3,,,,
ball,1,6.4,Kings XI Punjab,MP Stoinis,HM Amla,UT Yadav,1,0,,,,,,"","",6.3,,,,
ball,1,6.5,Kings XI Punjab,HM Amla,MP Stoinis,UT Yadav,1,0,,,,,,"","",6.4,,,,
ball,1,6.6,Kings XI Punjab,MP Stoinis,HM Amla,UT Yadav,0,0,,,,,,"","",6.5,,,,
ball,1,6.7,Kings XI Punjab,MP Stoinis,HM Amla,UT Yadav,1,0,,,,,,"","",6.6,,,,
ball,1,7.1,Kings XI Punjab,MP Stoinis,HM Amla,SP Narine,2,0,,,,,,"","",7.1,,,,
ball,1,7.2,Kings XI Punjab,MP Stoinis,HM Amla,SP Narine,1,0,,,,,,"","",7.2,,,,
ball,1,7.3,Kings XI Punjab,HM Amla,MP Stoinis,SP Narine,1,0,,,,,,"","",7.3,,,,
ball,1,7.4,Kings XI Punjab,MP Stoinis,HM Amla,SP Narine,0,0,,,,,,bowled,MP Stoinis,7.4,,,,
ball,1,7.5,Kings XI Punjab,GJ Maxwell,HM Amla,SP Narine,1,0,,,,,,"","",7.5,,,,
ball,1,7.6,Kings XI Punjab,HM Amla,GJ Maxwell,SP Narine,0,0,,,,,,"","",7.6,,,,
ball,1,8.1,Kings XI Punjab,GJ Maxwell,HM Amla,CR Woakes,0,0,,,,,,"","",8.1,,,,
ball,1,8.2,Kings XI Punjab,GJ Maxwell,HM Amla,CR Woakes,4,0,,,,,,"","",8.2,,,,
ball,1,8.3,Kings XI Punjab,GJ Maxwell,HM Amla,CR Woakes,1,0,,,,,,"","",8.3,,,,
ball,1,8.4,Kings XI Punjab,HM Amla,GJ Maxwell,CR Woakes,4,0,,,,,,"","",8.4,,,,
ball,1,8.5,Kings XI Punjab,HM Amla,GJ Maxwell,CR Woakes,1,0,,,,,,"","",8.5,,,,
ball,1,8.6,Kings XI Punjab,GJ Maxwell,HM Amla,CR Woakes,1,0,,,,,,"","",8.6,,,,
ball,1,9.1,Kings XI Punjab,GJ Maxwell,HM Amla,PP Chawla,6,0,,,,,,"","",9.1,,,,
ball,1,9.2,Kings XI Punjab,GJ Maxwell,HM Amla,PP Chawla,4,0,,,,,,"","",9.2,,,,
ball,1,9.3,Kings XI Punjab,GJ Maxwell,HM Amla,PP Chawla,4,0,,,,,,"","",9.3,,,,
ball,1,9.4,Kings XI Punjab,GJ Maxwell,HM Amla,PP Chawla,1,0,,,,,,"","",9.4,,,,
ball,1,9.5,Kings XI Punjab,HM Amla,GJ Maxwell,PP Chawla,1,0,,,,,,"","",9.5,,,,
ball,1,9.6,Kings XI Punjab,GJ Maxwell,HM Amla,PP Chawla,1,0,,,,,,"","",9.6,,,,
ball,1,10.1,Kings XI Punjab,GJ Maxwell,HM Amla,SP Narine,0,0,,,,,,"","",10.1,,,,
ball,1,10.2,Kings XI Punjab,GJ Maxwell,HM Amla,SP Narine,1,0,,,,,,"","",10.2,,,,
ball,1,10.3,Kings XI Punjab,HM Amla,GJ Maxwell,SP Narine,0,0,,,,,,"","",10.3,,,,
ball,1,10.4,Kings XI Punjab,HM Amla,GJ Maxwell,SP Narine,0,0,,,,,,"","",10.4,,,,
ball,1,10.5,Kings XI Punjab,HM Amla,GJ Maxwell,SP Narine,0,0,,,,,,"","",10.5,,,,
ball,1,10.6,Kings XI Punjab,HM Amla,GJ Maxwell,SP Narine,1,0,,,,,,"","",10.6,,,,
ball,1,11.1,Kings XI Punjab,HM Amla,GJ Maxwell,C de Grandhomme,0,0,,,,,,"","",11.1,,,,
ball,1,11.2,Kings XI Punjab,HM Amla,GJ Maxwell,C de Grandhomme,0,0,,,,,,"","",11.2,,,,
ball,1,11.3,Kings XI Punjab,HM Amla,GJ Maxwell,C de Grandhomme,0,0,,,,,,"","",11.3,,,,
ball,1,11.4,Kings XI Punjab,HM Amla,GJ Maxwell,C de Grandhomme,0,0,,,,,,caught,HM Amla,11.4,,G Gambhir,,
ball,1,11.5,Kings XI Punjab,GJ Maxwell,DA Miller,C de Grandhomme,1,0,,,,,,"","",11.5,,,,
ball,1,11.6,Kings XI Punjab,DA Miller,GJ Maxwell,C de Grandhomme,0,0,,,,,,"","",11.6,,,,
ball,1,12.1,Kings XI Punjab,GJ Maxwell,DA Miller,UT Yadav,0,0,,,,,,caught,GJ Maxwell,12.1,,RV Uthappa,,
ball,1,12.2,Kings XI Punjab,WP Saha,DA Miller,UT Yadav,0,0,,,,,,"","",12.2,,,,
ball,1,12.3,Kings XI Punjab,WP Saha,DA Miller,UT Yadav,0,0,,,,,,"","",12.3,,,,
ball,1,12.4,Kings XI Punjab,WP Saha,DA Miller,UT Yadav,1,0,,,,,,"","",12.4,,,,
ball,1,12.5,Kings XI Punjab,DA Miller,WP Saha,UT Yadav,1,0,,,,,,"","",12.5,,,,
ball,1,12.6,Kings XI Punjab,WP Saha,DA Miller,UT Yadav,4,0,,,,,,"","",12.6,,,,
ball,1,13.1,Kings XI Punjab,DA Miller,WP Saha,C de Grandhomme,1,0,,,,,,"","",13.1,,,,
ball,1,13.2,Kings XI Punjab,WP Saha,DA Miller,C de Grandhomme,0,0,,,,,,"","",13.2,,,,
ball,1,13.3,Kings XI Punjab,WP Saha,DA Miller,C de Grandhomme,1,0,,,,,,"","",13.3,,,,
ball,1,13.4,Kings XI Punjab,DA Miller,WP Saha,C de Grandhomme,0,1,,1,,,,"","",13.4,,,,
ball,1,13.5,Kings XI Punjab,DA Miller,WP Saha,C de Grandhomme,6,1,,1,,,,"","",13.4,,,,
ball,1,13.6,Kings XI Punjab,DA Miller,WP Saha,C de Grandhomme,4,0,,,,,,"","",13.4,,,,
ball,1,13.7,Kings XI Punjab,DA Miller,WP Saha,C de Grandhomme,0,0,,,,,,"","",13.5,,,,
ball,1,13.8,Kings XI Punjab,DA Miller,WP Saha,C de Grandhomme,0,1,,,,1,,"","",13.6,,,,
ball,1,14.1,Kings XI Punjab,DA Miller,WP Saha,PP Chawla,1,0,,,,,,"","",14.1,,,,
ball,1,14.2,Kings XI Punjab,WP Saha,DA Miller,PP Chawla,6,0,,,,,,"","",14.2,,,,
ball,1,14.3,Kings XI Punjab,WP Saha,DA Miller,PP Chawla,1,0,,,,,,"","",14.3,,,,
ball,1,14.4,Kings XI Punjab,DA Miller,WP Saha,PP Chawla,1,0,,,,,,"","",14.4,,,,
ball,1,14.5,Kings XI Punjab,WP Saha,DA Miller,PP Chawla,6,0,,,,,,"","",14.5,,,,
ball,1,14.6,Kings XI Punjab,WP Saha,DA Miller,PP Chawla,0,0,,,,,,"","",14.6,,,,
ball,1,15.1,Kings XI Punjab,DA Miller,WP Saha,SP Narine,1,0,,,,,,"","",15.1,,,,
ball,1,15.2,Kings XI Punjab,WP Saha,DA Miller,SP Narine,0,0,,,,,,"","",15.2,,,,
ball,1,15.3,Kings XI Punjab,WP Saha,DA Miller,SP Narine,1,0,,,,,,"","",15.3,,,,
ball,1,15.4,Kings XI Punjab,DA Miller,WP Saha,SP Narine,0,0,,,,,,"","",15.4,,,,
ball,1,15.5,Kings XI Punjab,DA Miller,WP Saha,SP Narine,0,0,,,,,,"","",15.5,,,,
ball,1,15.6,Kings XI Punjab,DA Miller,WP Saha,SP Narine,0,1,1,,,,,"","",15.6,,,,
ball,1,15.7,Kings XI Punjab,DA Miller,WP Saha,SP Narine,1,0,,,,,,"","",15.6,,,,
ball,1,16.1,Kings XI Punjab,DA Miller,WP Saha,TA Boult,1,0,,,,,,"","",16.1,,,,
ball,1,16.2,Kings XI Punjab,WP Saha,DA Miller,TA Boult,0,0,,,,,,"","",16.2,,,,
ball,1,16.3,Kings XI Punjab,WP Saha,DA Miller,TA Boult,1,0,,,,,,"","",16.3,,,,
ball,1,16.4,Kings XI Punjab,DA Miller,WP Saha,TA Boult,1,0,,,,,,"","",16.4,,,,
ball,1,16.5,Kings XI Punjab,WP Saha,DA Miller,TA Boult,0,0,,,,,,"","",16.5,,,,
ball,1,16.6,Kings XI Punjab,WP Saha,DA Miller,TA Boult,4,0,,,,,,"","",16.6,,,,
ball,1,17.1,Kings XI Punjab,DA Miller,WP Saha,UT Yadav,6,0,,,,,,"","",17.1,,,,
ball,1,17.2,Kings XI Punjab,DA Miller,WP Saha,UT Yadav,4,0,,,,,,"","",17.2,,,,
ball,1,17.3,Kings XI Punjab,DA Miller,WP Saha,UT Yadav,0,0,,,,,,caught,DA Miller,17.3,,MK Pandey,,
ball,1,17.4,Kings XI Punjab,WP Saha,AR Patel,UT Yadav,0,0,,,,,,caught,WP Saha,17.4,,CR Woakes,,
ball,1,17.5,Kings XI Punjab,MM Sharma,AR Patel,UT Yadav,1,0,,,,,,"","",17.5,,,,
ball,1,17.6,Kings XI Punjab,AR Patel,MM Sharma,UT Yadav,0,0,,,,,,caught,AR Patel,17.6,,SP Narine,,
ball,1,18.1,Kings XI Punjab,MM Sharma,VR Aaron,TA Boult,0,0,,,,,,"","",18.1,,,,
ball,1,18.2,Kings XI Punjab,MM Sharma,VR Aaron,TA Boult,4,0,,,,,,"","",18.2,,,,
ball,1,18.3,Kings XI Punjab,MM Sharma,VR Aaron,TA Boult,0,0,,,,,,"","",18.3,,,,
ball,1,18.4,Kings XI Punjab,MM Sharma,VR Aaron,TA Boult,1,0,,,,,,"","",18.4,,,,
ball,1,18.5,Kings XI Punjab,VR Aaron,MM Sharma,TA Boult,1,0,,,,,,"","",18.5,,,,
ball,1,18.6,Kings XI Punjab,MM Sharma,VR Aaron,TA Boult,4,0,,,,,,"","",18.6,true,,,
ball,1,19.1,Kings XI Punjab,VR Aaron,MM Sharma,CR Woakes,0,0,,,,,,"","",19.1,,,,
ball,1,19.2,Kings XI Punjab,VR Aaron,MM Sharma,CR Woakes,2,0,,,,,,"","",19.2,,,,
ball,1,19.3,Kings XI Punjab,VR Aaron,MM Sharma,CR Woakes,1,0,,,,,,"","",19.3,,,,
ball,1,19.4,Kings XI Punjab,MM Sharma,VR Aaron,CR Woakes,0,0,,,,,,"","",19.4,,,,
ball,1,19.5,Kings XI Punjab,MM Sharma,VR Aaron,CR Woakes,0,0,,,,,,caught,MM Sharma,19.5,,SA Yadav,,
ball,1,19.6,Kings XI Punjab,VR Aaron,Sandeep Sharma,CR Woakes,0,1,1,,,,,"","",19.6,,,,
ball,1,19.7,Kings XI Punjab,VR Aaron,Sandeep Sharma,CR Woakes,0,0,,,,,,caught,VR Aaron,19.6,,G Gambhir,,
ball,2,0.1,Kolkata Knight Riders,SP Narine,G Gambhir,Sandeep Sharma,0,1,1,,,,,"","",0.1,,,,
ball,2,0.2,Kolkata Knight Riders,SP Narine,G Gambhir,Sandeep Sharma,0,0,,,,,,"","",0.1,,,,
ball,2,0.3,Kolkata Knight Riders,SP Narine,G Gambhir,Sandeep Sharma,4,0,,,,,,"","",0.2,,,,
ball,2,0.4,Kolkata Knight Riders,SP Narine,G Gambhir,Sandeep Sharma,0,0,,,,,,"","",0.3,,,,
ball,2,0.5,Kolkata Knight Riders,SP Narine,G Gambhir,Sandeep Sharma,0,0,,,,,,"","",0.4,,,,
ball,2,0.6,Kolkata Knight Riders,SP Narine,G Gambhir,Sandeep Sharma,0,0,,,,,,"","",0.5,,,,
ball,2,0.7,Kolkata Knight Riders,SP Narine,G Gambhir,Sandeep Sharma,0,0,,,,,,"","",0.6,,,,
ball,2,1.1,Kolkata Knight Riders,G Gambhir,SP Narine,I Sharma,0,1,1,,,,,"","",1.1,,,,
ball,2,1.2,Kolkata Knight Riders,G Gambhir,SP Narine,I Sharma,0,0,,,,,,"","",1.1,,,,
ball,2,1.3,Kolkata Knight Riders,G Gambhir,SP Narine,I Sharma,0,1,1,,,,,"","",1.2,,,,
ball,2,1.4,Kolkata Knight Riders,G Gambhir,SP Narine,I Sharma,4,0,,,,,,"","",1.2,,,,
ball,2,1.5,Kolkata Knight Riders,G Gambhir,SP Narine,I Sharma,4,0,,,,,,"","",1.3,,,,
ball,2,1.6,Kolkata Knight Riders,G Gambhir,SP Narine,I Sharma,0,0,,,,,,"","",1.4,,,,
ball,2,1.7,Kolkata Knight Riders,G Gambhir,SP Narine,I Sharma,0,0,,,,,,"","",1.5,,,,
ball,2,1.8,Kolkata Knight Riders,G Gambhir,SP Narine,I Sharma,0,0,,,,,,"","",1.6,,,,
ball,2,2.1,Kolkata Knight Riders,SP Narine,G Gambhir,Sandeep Sharma,6,0,,,,,,"","",2.1,,,,
ball,2,2.2,Kolkata Knight Riders,SP Narine,G Gambhir,Sandeep Sharma,1,0,,,,,,"","",2.2,,,,
ball,2,2.3,Kolkata Knight Riders,G Gambhir,SP Narine,Sandeep Sharma,0,0,,,,,,"","",2.3,,,,
ball,2,2.4,Kolkata Knight Riders,G Gambhir,SP Narine,Sandeep Sharma,4,0,,,,,,"","",2.4,,,,
ball,2,2.5,Kolkata Knight Riders,G Gambhir,SP Narine,Sandeep Sharma,4,0,,,,,,"","",2.5,,,,
ball,2,2.6,Kolkata Knight Riders,G Gambhir,SP Narine,Sandeep Sharma,1,0,,,,,,"","",2.6,,,,
ball,2,3.1,Kolkata Knight Riders,G Gambhir,SP Narine,I Sharma,0,5,,,,5,,"","",3.1,,,,
ball,2,3.2,Kolkata Knight Riders,SP Narine,G Gambhir,I Sharma,1,0,,,,,,"","",3.2,,,,
ball,2,3.3,Kolkata Knight Riders,G Gambhir,SP Narine,I Sharma,4,0,,,,,,"","",3.3,,,,
ball,2,3.4,Kolkata Knight Riders,G Gambhir,SP Narine,I Sharma,1,0,,,,,,"","",3.4,,,,
ball,2,3.5,Kolkata Knight Riders,SP Narine,G Gambhir,I Sharma,0,0,,,,,,"","",3.5,,,,
ball,2,3.6,Kolkata Knight Riders,SP Narine,G Gambhir,I Sharma,0,0,,,,,,"","",3.6,,,,
ball,2,4.1,Kolkata Knight Riders,G Gambhir,SP Narine,GJ Maxwell,4,0,,,,,,"","",4.1,,,,
ball,2,4.2,Kolkata Knight Riders,G Gambhir,SP Narine,GJ Maxwell,1,0,,,,,,"","",4.2,,,,
ball,2,4.3,Kolkata Knight Riders,SP Narine,G Gambhir,GJ Maxwell,4,0,,,,,,"","",4.3,,,,
ball,2,4.4,Kolkata Knight Riders,SP Narine,G Gambhir,GJ Maxwell,4,0,,,,,,"","",4.4,,,,
ball,2,4.5,Kolkata Knight Riders,SP Narine,G Gambhir,GJ Maxwell,1,0,,,,,,"","",4.5,,,,
ball,2,4.6,Kolkata Knight Riders,G Gambhir,SP Narine,GJ Maxwell,4,0,,,,,,"","",4.6,,,,
ball,2,5.1,Kolkata Knight Riders,SP Narine,G Gambhir,VR Aaron,6,0,,,,,,"","",5.1,,,,
ball,2,5.2,Kolkata Knight Riders,SP Narine,G Gambhir,VR Aaron,6,0,,,,,,"","",5.2,,,,
ball,2,5.3,Kolkata Knight Riders,SP Narine,G Gambhir,VR Aaron,4,0,,,,,,"","",5.3,,,,
ball,2,5.4,Kolkata Knight Riders,SP Narine,G Gambhir,VR Aaron,0,0,,,,,,caught,SP Narine,5.4,,AR Patel,,
ball,2,5.5,Kolkata Knight Riders,RV Uthappa,G Gambhir,VR Aaron,0,0,,,,,,"","",5.5,,,,
ball,2,5.6,Kolkata Knight Riders,RV Uthappa,G Gambhir,VR Aaron,0,0,,,,,,"","",5.6,,,,
ball,2,6.1,Kolkata Knight Riders,G Gambhir,RV Uthappa,MM Sharma,4,0,,,,,,"","",6.1,,,,
ball,2,6.2,Kolkata Knight Riders,G Gambhir,RV Uthappa,MM Sharma,0,0,,,,,,"","",6.2,,,,
ball,2,6.3,Kolkata Knight Riders,G Gambhir,RV Uthappa,MM Sharma,1,0,,,,,,"","",6.3,,,,
ball,2,6.4,Kolkata Knight Riders,RV Uthappa,G Gambhir,MM Sharma,0,0,,,,,,"","",6.4,,,,
ball,2,6.5,Kolkata Knight Riders,RV Uthappa,G Gambhir,MM Sharma,6,0,,,,,,"","",6.5,,,,
ball,2,6.6,Kolkata Knight Riders,RV Uthappa,G Gambhir,MM Sharma,2,0,,,,,,"","",6.6,,,,
ball,2,7.1,Kolkata Knight Riders,G Gambhir,RV Uthappa,AR Patel,1,0,,,,,,"","",7.1,,,,
ball,2,7.2,Kolkata Knight Riders,RV Uthappa,G Gambhir,AR Patel,4,0,,,,,,"","",7.2,,,,
ball,2,7.3,Kolkata Knight Riders,RV Uthappa,G Gambhir,AR Patel,1,0,,,,,,"","",7.3,,,,
ball,2,7.4,Kolkata Knight Riders,G Gambhir,RV Uthappa,AR Patel,1,0,,,,,,"","",7.4,,,,
ball,2,7.5,Kolkata Knight Riders,RV Uthappa,G Gambhir,AR Patel,1,0,,,,,,"","",7.5,,,,
ball,2,7.6,Kolkata Knight Riders,G Gambhir,RV Uthappa,AR Patel,2,0,,,,,,"","",7.6,,,,
ball,2,8.1,Kolkata Knight Riders,RV Uthappa,G Gambhir,MP Stoinis,1,0,,,,,,"","",8.1,,,,
ball,2,8.2,Kolkata Knight Riders,G Gambhir,RV Uthappa,MP Stoinis,1,0,,,,,,"","",8.2,,,,
ball,2,8.3,Kolkata Knight Riders,RV Uthappa,G Gambhir,MP Stoinis,4,0,,,,,,"","",8.3,,,,
ball,2,8.4,Kolkata Knight Riders,RV Uthappa,G Gambhir,MP Stoinis,0,0,,,,,,"","",8.4,,,,
ball,2,8.5,Kolkata Knight Riders,RV Uthappa,G Gambhir,MP Stoinis,0,1,,,,1,,"","",8.5,,,,
ball,2,8.6,Kolkata Knight Riders,G Gambhir,RV Uthappa,MP Stoinis,1,0,,,,,,"","",8.6,,,,
ball,2,9.1,Kolkata Knight Riders,G Gambhir,RV Uthappa,AR Patel,1,0,,,,,,"","",9.1,,,,
ball,2,9.2,Kolkata Knight Riders,RV Uthappa,G Gambhir,AR Patel,2,0,,,,,,"","",9.2,,,,
ball,2,9.3,Kolkata Knight Riders,RV Uthappa,G Gambhir,AR Patel,4,0,,,,,,"","",9.3,,,,
ball,2,9.4,Kolkata Knight Riders,RV Uthappa,G Gambhir,AR Patel,1,0,,,,,,"","",9.4,,,,
ball,2,9.5,Kolkata Knight Riders,G Gambhir,RV Uthappa,AR Patel,1,0,,,,,,"","",9.5,,,,
ball,2,9.6,Kolkata Knight Riders,RV Uthappa,G Gambhir,AR Patel,0,0,,,,,,bowled,RV Uthappa,9.6,,,,
ball,2,10.1,Kolkata Knight Riders,G Gambhir,MK Pandey,VR Aaron,1,0,,,,,,"","",10.1,,,,
ball,2,10.2,Kolkata Knight Riders,MK Pandey,G Gambhir,VR Aaron,0,1,1,,,,,"","",10.2,,,,
ball,2,10.3,Kolkata Knight Riders,MK Pandey,G Gambhir,VR Aaron,1,0,,,,,,"","",10.2,,,,
ball,2,10.4,Kolkata Knight Riders,G Gambhir,MK Pandey,VR Aaron,1,0,,,,,,"","",10.3,,,,
ball,2,10.5,Kolkata Knight Riders,MK Pandey,G Gambhir,VR Aaron,1,0,,,,,,"","",10.4,,,,
ball,2,10.6,Kolkata Knight Riders,G Gambhir,MK Pandey,VR Aaron,0,0,,,,,,"","",10.5,,,,
ball,2,10.7,Kolkata Knight Riders,G Gambhir,MK Pandey,VR Aaron,0,1,1,,,,,"","",10.6,,,,
ball,2,10.8,Kolkata Knight Riders,G Gambhir,MK Pandey,VR Aaron,1,0,,,,,,"","",10.6,,,,
ball,2,11.1,Kolkata Knight Riders,G Gambhir,MK Pandey,AR Patel,1,0,,,,,,"","",11.1,,,,
ball,2,11.2,Kolkata Knight Riders,MK Pandey,G Gambhir,AR Patel,1,0,,,,,,"","",11.2,,,,
ball,2,11.3,Kolkata Knight Riders,G Gambhir,MK Pandey,AR Patel,1,0,,,,,,"","",11.3,,,,
ball,2,11.4,Kolkata Knight Riders,MK Pandey,G Gambhir,AR Patel,1,0,,,,,,"","",11.4,,,,
ball,2,11.5,Kolkata Knight Riders,G Gambhir,MK Pandey,AR Patel,0,0,,,,,,"","",11.5,,,,
ball,2,11.6,Kolkata Knight Riders,G Gambhir,MK Pandey,AR Patel,1,0,,,,,,"","",11.6,,,,
