ball,1,3.3,Delhi Daredevils,G Gambhir,TM Dilshan,IK Pathan,1,0,,,,,,run out,G Gambhir,3.3,,KC Sangakkara,WA Mota,
ball,1,3.4,Delhi Daredevils,AB de Villiers,TM Dilshan,IK Pathan,0,0,,,,,,"","",3.4,,,,
ball,1,3.5,Delhi Daredevils,AB de Villiers,TM Dilshan,IK Pathan,2,0,,,,,,"","",3.5,,,,
ball,1,3.6,Delhi Daredevils,AB de Villiers,TM Dilshan,IK Pathan,0,0,,,,,,"","",3.6,,,,
ball,1,4.1,Delhi Daredevils,TM Dilshan,AB de Villiers,PP Chawla,0,0,,,,,,"","",4.1,,,,
ball,1,4.2,Delhi Daredevils,TM Dilshan,AB de Villiers,PP Chawla,0,4,,,,4,,"","",4.2,,,,
ball,1,4.3,Delhi Daredevils,TM Dilshan,AB de Villiers,PP Chawla,0,0,,,,,,"","",4.3,,,,
ball,1,4.4,Delhi Daredevils,TM Dilshan,AB de Villiers,PP Chawla,0,0,,,,,,"","",4.4,,,,
ball,1,4.5,Delhi Daredevils,TM Dilshan,AB de Villiers,PP Chawla,0,1,,,,1,,"","",4.5,,,,
ball,1,4.6,Delhi Daredevils,AB de Villiers,TM Dilshan,PP Chawla,0,0,,,,,,"","",4.6,,,,
ball,1,5.1,Delhi Daredevils,TM Dilshan,AB de Villiers,S Sreesanth,0,0,,,,,,"","",5.1,,,,
ball,1,5.2,Delhi Daredevils,TM Dilshan,AB de Villiers,S Sreesanth,4,0,,,,,,"","",5.2,,,,
ball,1,5.3,Delhi Daredevils,TM Dilshan,AB de Villiers,S Sreesanth,0,1,1,,,,,"","",5.3,,,,
ball,1,5.4,Delhi Daredevils,TM Dilshan,AB de Villiers,S Sreesanth,1,0,,,,,,"","",5.3,,,,
ball,1,5.5,Delhi Daredevils,AB de Villiers,TM Dilshan,S Sreesanth,4,0,,,,,,"","",5.4,,,,
ball,1,5.6,Delhi Daredevils,AB de Villiers,TM Dilshan,S Sreesanth,0,0,,,,,,"","",5.5,,,,
ball,1,5.7,Delhi Daredevils,AB de Villiers,TM Dilshan,S Sreesanth,0,1,1,,,,,"","",5.6,,,,
ball,1,5.8,Delhi Daredevils,AB de Villiers,TM Dilshan,S Sreesanth,0,0,,,,,,"","",5.6,,,,
ball,1,6.1,Delhi Daredevils,TM Dilshan,AB de Villiers,RR Powar,0,0,,,,,,"","",6.1,,,,
ball,1,6.2,Delhi Daredevils,TM Dilshan,AB de Villiers,RR Powar,1,0,,,,,,"","",6.2,,,,
ball,1,6.3,Delhi Daredevils,AB de Villiers,TM Dilshan,RR Powar,2,0,,,,,,"","",6.3,,,,
ball,1,6.4,Delhi Daredevils,AB de Villiers,TM Dilshan,RR Powar,2,0,,,,,,"","",6.4,,,,
ball,1,6.5,Delhi Daredevils,AB de Villiers,TM Dilshan,RR Powar,1,0,,,,,,"","",6.5,,,,
ball,1,6.6,Delhi Daredevils,TM Dilshan,AB de Villiers,RR Powar,1,0,,,,,,"","",6.6,,,,
ball,1,7.1,Delhi Daredevils,TM Dilshan,AB de Villiers,S Sreesanth,1,0,,,,,,"","",7.1,,,,
ball,1,7.2,Delhi Daredevils,AB de Villiers,TM Dilshan,S Sreesanth,0,0,,,,,,caught,AB de Villiers,7.2,,Yuvraj Singh,,
ball,1,7.3,Delhi Daredevils,M Manhas,TM Dilshan,S Sreesanth,0,0,,,,,,"","",7.3,,,,
ball,1,7.4,Delhi Daredevils,M Manhas,TM Dilshan,S Sreesanth,0,0,,,,,,"","",7.4,,,,
ball,1,7.5,Delhi Daredevils,M Manhas,TM Dilshan,S Sreesanth,0,0,,,,,,"","",7.5,,,,
ball,1,7.6,Delhi Daredevils,M Manhas,TM Dilshan,S Sreesanth,2,0,,,,,,"","",7.6,,,,
ball,1,8.1,Delhi Daredevils,TM Dilshan,M Manhas,RR Powar,0,0,,,,,,"","",8.1,,,,
ball,1,8.2,Delhi Daredevils,TM Dilshan,M Manhas,RR Powar,1,0,,,,,,"","",8.2,,,,
ball,1,8.3,Delhi Daredevils,M Manhas,TM Dilshan,RR Powar,1,0,,,,,,"","",8.3,,,,
ball,1,8.4,Delhi Daredevils,TM Dilshan,M Manhas,RR Powar,0,0,,,,,,"","",8.4,,,,
ball,1,8.5,Delhi Daredevils,TM Dilshan,M Manhas,RR Powar,1,0,,,,,,"","",8.5,,,,
ball,1,8.6,Delhi Daredevils,M Manhas,TM Dilshan,RR Powar,0,0,,,,,,"","",8.6,,,,
ball,1,9.1,Delhi Daredevils,TM Dilshan,M Manhas,S Sreesanth,0,0,,,,,,caught,TM Dilshan,9.1,,Yuvraj Singh,,
ball,1,9.2,Delhi Daredevils,KD Karthik,M Manhas,S Sreesanth,0,0,,,,,,"","",9.2,,,,
ball,1,9.3,Delhi Daredevils,KD Karthik,M Manhas,S Sreesanth,0,0,,,,,,"","",9.3,,,,
ball,1,9.4,Delhi Daredevils,KD Karthik,M Manhas,S Sreesanth,0,0,,,,,,"","",9.4,,,,
ball,1,9.5,Delhi Daredevils,KD Karthik,M Manhas,S Sreesanth,1,0,,,,,,"","",9.5,,,,
ball,1,9.6,Delhi Daredevils,M Manhas,KD Karthik,S Sreesanth,0,0,,,,,,"","",9.6,,,,
ball,1,10.1,Delhi Daredevils,KD Karthik,M Manhas,RR Powar,1,0,,,,,,"","",10.1,,,,
ball,1,10.2,Delhi Daredevils,M Manhas,KD Karthik,RR Powar,4,0,,,,,,"","",10.2,,,,
ball,1,10.3,Delhi Daredevils,M Manhas,KD Karthik,RR Powar,2,0,,,,,,"","",10.3,,,,
ball,1,10.4,Delhi Daredevils,M Manhas,KD Karthik,RR Powar,0,0,,,,,,"","",10.4,,,,
ball,1,10.5,Delhi Daredevils,M Manhas,KD Karthik,RR Powar,0,1,1,,,,,"","",10.5,,,,
ball,1,10.6,Delhi Daredevils,M Manhas,KD Karthik,RR Powar,0,1,1,,,,,"","",10.5,,,,
ball,1,10.7,Delhi Daredevils,M Manhas,KD Karthik,RR Powar,0,0,,,,,,"","",10.5,,,,
ball,1,10.8,Delhi Daredevils,M Manhas,KD Karthik,RR Powar,1,0,,,,,,"","",10.6,,,,
ball,1,11.1,Delhi Daredevils,M Manhas,KD Karthik,S Sreesanth,1,0,,,,,,"","",11.1,,,,
ball,1,11.2,Delhi Daredevils,KD Karthik,M Manhas,S Sreesanth,0,0,,,,,,"","",11.2,,,,
ball,1,11.3,Delhi Daredevils,KD Karthik,M Manhas,S Sreesanth,0,0,,,,,,"","",11.3,,,,
ball,1,11.4,Delhi Daredevils,KD Karthik,M Manhas,S Sreesanth,2,0,,,,,,"","",11.4,,,,
ball,1,11.5,Delhi Daredevils,KD Karthik,M Manhas,S Sreesanth,1,0,,,,,,"","",11.5,,,,
ball,1,11.6,Delhi Daredevils,M Manhas,KD Karthik,S Sreesanth,1,0,,,,,,"","",11.6,,,,
ball,1,12.1,Delhi Daredevils,M Manhas,KD Karthik,PP Chawla,2,0,,,,,,"","",12.1,,,,
ball,1,12.2,Delhi Daredevils,M Manhas,KD Karthik,PP Chawla,0,0,,,,,,"","",12.2,,,,
ball,1,12.3,Delhi Daredevils,M Manhas,KD Karthik,PP Chawla,1,0,,,,,,"","",12.3,,,,
ball,1,12.4,Delhi Daredevils,KD Karthik,M Manhas,PP Chawla,0,0,,,,,,"","",12.4,,,,
ball,1,12.5,Delhi Daredevils,KD Karthik,M Manhas,PP Chawla,0,0,,,,,,"","",12.5,,,,
ball,1,12.6,Delhi Daredevils,KD Karthik,M Manhas,PP Chawla,1,0,,,,,,"","",12.6,,,,
ball,1,13.1,Delhi Daredevils,KD Karthik,M Manhas,Yuvraj Singh,6,0,,,,,,"","",13.1,,,,
ball,1,13.2,Delhi Daredevils,KD Karthik,M Manhas,Yuvraj Singh,1,0,,,,,,"","",13.2,,,,
ball,1,13.3,Delhi Daredevils,M Manhas,KD Karthik,Yuvraj Singh,1,0,,,,,,"","",13.3,,,,
ball,1,13.4,Delhi Daredevils,KD Karthik,M Manhas,Yuvraj Singh,3,0,,,,,,"","",13.4,,,,
ball,1,13.5,Delhi Daredevils,M Manhas,KD Karthik,Yuvraj Singh,1,0,,,,,,"","",13.5,,,,
ball,1,13.6,Delhi Daredevils,KD Karthik,M Manhas,Yuvraj Singh,2,0,,,,,,"","",13.6,,,,
ball,1,14.1,Delhi Daredevils,M Manhas,KD Karthik,PP Chawla,2,0,,,,,,"","",14.1,,,,
ball,1,14.2,Delhi Daredevils,M Manhas,KD Karthik,PP Chawla,2,0,,,,,,"","",14.2,,,,
ball,1,14.3,Delhi Daredevils,M Manhas,KD Karthik,PP Chawla,0,1,1,,,,,"","",14.3,,,,
ball,1,14.4,Delhi Daredevils,M Manhas,KD Karthik,PP Chawla,4,0,,,,,,"","",14.3,,,,
ball,1,14.5,Delhi Daredevils,M Manhas,KD Karthik,PP Chawla,1,0,,,,,,"","",14.4,,,,
ball,1,14.6,Delhi Daredevils,KD Karthik,M Manhas,PP Chawla,0,0,,,,,,"","",14.5,,,,
ball,1,14.7,Delhi Daredevils,KD Karthik,M Manhas,PP Chawla,2,0,,,,,,"","",14.6,,,,
ball,1,15.1,Delhi Daredevils,M Manhas,KD Karthik,WA Mota,0,1,,,,1,,"","",15.1,,,,
ball,1,15.2,Delhi Daredevils,KD Karthik,M Manhas,WA Mota,2,0,,,,,,"","",15.2,,,,
ball,1,15.3,Delhi Daredevils,KD Karthik,M Manhas,WA Mota,1,0,,,,,,"","",15.3,,,,
ball,1,15.4,Delhi Daredevils,M Manhas,KD Karthik,WA Mota,0,0,,,,,,caught,M Manhas,15.4,,S Sohal,,
ball,1,15.5,Delhi Daredevils,MF Maharoof,KD Karthik,WA Mota,2,0,,,,,,"","",15.5,,,,
ball,1,15.6,Delhi Daredevils,MF Maharoof,KD Karthik,WA Mota,1,0,,,,,,"","",15.6,,,,
ball,1,16.1,Delhi Daredevils,MF Maharoof,KD Karthik,B Lee,0,0,,,,,,"","",16.1,,,,
ball,1,16.2,Delhi Daredevils,MF Maharoof,KD Karthik,B Lee,0,0,,,,,,"","",16.2,,,,
ball,1,16.3,Delhi Daredevils,MF Maharoof,KD Karthik,B Lee,0,0,,,,,,"","",16.3,,,,
ball,1,16.4,Delhi Daredevils,MF Maharoof,KD Karthik,B Lee,0,0,,,,,,"","",16.4,,,,
ball,1,16.5,Delhi Daredevils,MF Maharoof,KD Karthik,B Lee,0,0,,,,,,"","",16.5,,,,
ball,1,16.6,Delhi Daredevils,MF Maharoof,KD Karthik,B Lee,0,0,,,,,,bowled,MF Maharoof,16.6,,,,
ball,1,17.1,Delhi Daredevils,KD Karthik,DL Vettori,IK Pathan,2,0,,,,,,"","",17.1,,,,
ball,1,17.2,Delhi Daredevils,KD Karthik,DL Vettori,IK Pathan,2,0,,,,,,"","",17.2,,,,
ball,1,17.3,Delhi Daredevils,KD Karthik,DL Vettori,IK Pathan,1,0,,,,,,"","",17.3,,,,
ball,1,17.4,Delhi Daredevils,DL Vettori,KD Karthik,IK Pathan,1,0,,,,,,"","",17.4,,,,
ball,1,17.5,Delhi Daredevils,KD Karthik,DL Vettori,IK Pathan,1,0,,,,,,"","",17.5,,,,
ball,1,17.6,Delhi Daredevils,DL Vettori,KD Karthik,IK Pathan,0,0,,,,,,caught,DL Vettori,17.6,,S Sohal,,
ball,1,18.1,Delhi Daredevils,R Bhatia,KD Karthik,B Lee,0,0,,,,,,caught,R Bhatia,18.1,,PP Chawla,,
ball,1,18.2,Delhi Daredevils,KD Karthik,PJ Sangwan,B Lee,0,0,,,,,,"","",18.2,,,,
ball,1,18.3,Delhi Daredevils,KD Karthik,PJ Sangwan,B Lee,1,0,,,,,,"","",18.3,,,,
ball,1,18.4,Delhi Daredevils,PJ Sangwan,KD Karthik,B Lee,0,0,,,,,,"","",18.4,,,,
ball,1,18.5,Delhi Daredevils,PJ Sangwan,KD Karthik,B Lee,1,0,,,,,,"","",18.5,,,,
ball,1,18.6,Delhi Daredevils,KD Karthik,PJ Sangwan,B Lee,1,0,,,,,,"","",18.6,,,,
ball,1,19.1,Delhi Daredevils,KD Karthik,PJ Sangwan,IK Pathan,1,0,,,,,,"","",19.1,,,,
ball,1,19.2,Delhi Daredevils,PJ Sangwan,KD Karthik,IK Pathan,1,0,,,,,,"","",19.2,,,,
ball,1,19.3,Delhi Daredevils,KD Karthik,PJ Sangwan,IK Pathan,0,0,,,,,,caught,KD Karthik,19.3,,WA Mota,,
ball,1,19.4,Delhi Daredevils,PJ Sangwan,A Nehra,IK Pathan,2,0,,,,,,"","",19.4,,,,
ball,1,19.5,Delhi Daredevils,PJ Sangwan,A Nehra,IK Pathan,1,0,,,,,,"","",19.5,,,,
ball,1,19.6,Delhi Daredevils,A Nehra,PJ Sangwan,IK Pathan,1,0,,,,,,"","",19.6,,,,
ball,2,0.1,Kings XI Punjab,S Sohal,SM Katich,A Nehra,0,0,,,,,,"","",0.1,,,,
ball,2,0.2,Kings XI Punjab,S Sohal,SM Katich,A Nehra,0,0,,,,,,"","",0.2,,,,
ball,2,0.3,Kings XI Punjab,S Sohal,SM Katich,A Nehra,0,0,,,,,,"","",0.3,,,,
ball,2,0.4,Kings XI Punjab,S Sohal,SM Katich,A Nehra,1,0,,,,,,"","",0.4,,,,
ball,2,0.5,Kings XI Punjab,SM Katich,S Sohal,A Nehra,1,0,,,,,,"","",0.5,,,,
ball,2,0.6,Kings XI Punjab,S Sohal,SM Katich,A Nehra,0,0,,,,,,"","",0.6,,,,
ball,2,1.1,Kings XI Punjab,SM Katich,S Sohal,PJ Sangwan,4,0,,,,,,"","",1.1,,,,
ball,2,1.2,Kings XI Punjab,SM Katich,S Sohal,PJ Sangwan,0,0,,,,,,"","",1.2,,,,
ball,2,1.3,Kings XI Punjab,SM Katich,S Sohal,PJ Sangwan,4,0,,,,,,"","",1.3,true,,,
ball,2,1.4,Kings XI Punjab,SM Katich,S Sohal,PJ Sangwan,4,0,,,,,,"","",1.4,,,,
ball,2,1.5,Kings XI Punjab,SM Katich,S Sohal,PJ Sangwan,0,0,,,,,,"","",1.5,,,,
ball,2,1.6,Kings XI Punjab,SM Katich,S Sohal,PJ Sangwan,6,0,,,,,,"","",1.6,,,,
ball,2,2.1,Kings XI Punjab,S Sohal,SM Katich,A Nehra,0,0,,,,,,"","",2.1,,,,
ball,2,2.2,Kings XI Punjab,S Sohal,SM Katich,A Nehra,0,0,,,,,,"","",2.2,,,,
ball,2,2.3,Kings XI Punjab,S Sohal,SM Katich,A Nehra,0,0,,,,,,"","",2.3,,,,
ball,2,2.4,Kings XI Punjab,S Sohal,SM Katich,A Nehra,1,0,,,,,,"","",2.4,,,,
ball,2,2.5,Kings XI Punjab,SM Katich,S Sohal,A Nehra,0,0,,,,,,"","",2.5,,,,
ball,2,2.6,Kings XI Punjab,SM Katich,S Sohal,A Nehra,1,0,,,,,,"","",2.6,,,,
ball,2,3.1,Kings XI Punjab,SM Katich,S Sohal,MF Maharoof,0,0,,,,,,caught,SM Katich,3.1,,KD Karthik,,
ball,2,3.2,Kings XI Punjab,LA Pomersbach,S Sohal,MF Maharoof,0,1,,1,,,,"","",3.2,,,,
ball,2,3.3,Kings XI Punjab,LA Pomersbach,S Sohal,MF Maharoof,1,1,,1,,,,"","",3.2,,,,
ball,2,3.4,Kings XI Punjab,S Sohal,LA Pomersbach,MF Maharoof,0,0,,,,,,"","",3.2,,,,
ball,2,3.5,Kings XI Punjab,S Sohal,LA Pomersbach,MF Maharoof,1,0,,,,,,"","",3.3,,,,
ball,2,3.6,Kings XI Punjab,LA Pomersbach,S Sohal,MF Maharoof,4,0,,,,,,"","",3.4,,,,
ball,2,3.7,Kings XI Punjab,LA Pomersbach,S Sohal,MF Maharoof,0,0,,,,,,"","",3.5,,,,
ball,2,3.8,Kings XI Punjab,LA Pomersbach,S Sohal,MF Maharoof,0,1,,1,,,,"","",3.6,,,,
ball,2,3.9,Kings XI Punjab,LA Pomersbach,S Sohal,MF Maharoof,4,0,,,,,,"","",3.6,,,,
ball,2,4.1,Kings XI Punjab,S Sohal,LA Pomersbach,A Nehra,0,0,,,,,,bowled,S Sohal,4.1,,,,
ball,2,4.2,Kings XI Punjab,Yuvraj Singh,LA Pomersbach,A Nehra,0,0,,,,,,"","",4.2,,,,
ball,2,4.3,Kings XI Punjab,Yuvraj Singh,LA Pomersbach,A Nehra,0,0,,,,,,"","",4.3,,,,
ball,2,4.4,Kings XI Punjab,Yuvraj Singh,LA Pomersbach,A Nehra,0,0,,,,,,"","",4.4,,,,
ball,2,4.5,Kings XI Punjab,Yuvraj Singh,LA Pomersbach,A Nehra,0,0,,,,,,"","",4.5,,,,
ball,2,4.6,Kings XI Punjab,Yuvraj Singh,LA Pomersbach,A Nehra,0,0,,,,,,"","",4.6,,,,
ball,2,5.1,Kings XI Punjab,LA Pomersbach,Yuvraj Singh,MF Maharoof,0,0,,,,,,"","",5.1,,,,
ball,2,5.2,Kings XI Punjab,LA Pomersbach,Yuvraj Singh,MF Maharoof,0,0,,,,,,caught,LA Pomersbach,5.2,,AB de Villiers,,
ball,2,5.3,Kings XI Punjab,KC Sangakkara,Yuvraj Singh,MF Maharoof,0,0,,,,,,"","",5.3,,,,
ball,2,5.4,Kings XI Punjab,KC Sangakkara,Yuvraj Singh,MF Maharoof,0,0,,,,,,"","",5.4,,,,
ball,2,5.5,Kings XI Punjab,KC Sangakkara,Yuvraj Singh,MF Maharoof,0,1,,1,,,,"","",5.5,,,,
ball,2,5.6,Kings XI Punjab,KC Sangakkara,Yuvraj Singh,MF Maharoof,1,0,,,,,,"","",5.5,,,,
ball,2,5.7,Kings XI Punjab,Yuvraj Singh,KC Sangakkara,MF Maharoof,0,0,,,,,,"","",5.6,,,,
ball,2,6.1,Kings XI Punjab,KC Sangakkara,Yuvraj Singh,A Nehra,0,0,,,,,,"","",6.1,,,,
ball,2,6.2,Kings XI Punjab,KC Sangakkara,Yuvraj Singh,A Nehra,0,0,,,,,,"","",6.2,,,,
ball,2,6.3,Kings XI Punjab,KC Sangakkara,Yuvraj Singh,A Nehra,0,0,,,,,,"","",6.3,,,,
ball,2,6.4,Kings XI Punjab,KC Sangakkara,Yuvraj Singh,A Nehra,2,0,,,,,,"","",6.4,,,,
ball,2,6.5,Kings XI Punjab,KC Sangakkara,Yuvraj Singh,A Nehra,0,0,,,,,,"","",6.5,,,,
ball,2,6.6,Kings XI Punjab,KC Sangakkara,Yuvraj Singh,A Nehra,0,0,,,,,,"","",6.6,,,,
ball,2,7.1,Kings XI Punjab,Yuvraj Singh,KC Sangakkara,MF Maharoof,1,0,,,,,,"","",7.1,,,,
ball,2,7.2,Kings XI Punjab,KC Sangakkara,Yuvraj Singh,MF Maharoof,0,0,,,,,,"","",7.2,,,,
ball,2,7.3,Kings XI Punjab,KC Sangakkara,Yuvraj Singh,MF Maharoof,0,0,,,,,,"","",7.3,,,,
ball,2,7.4,Kings XI Punjab,KC Sangakkara,Yuvraj Singh,MF Maharoof,0,0,,,,,,"","",7.4,,,,
ball,2,7.5,Kings XI Punjab,KC Sangakkara,Yuvraj Singh,MF Maharoof,0,0,,,,,,"","",7.5,,,,
ball,2,7.6,Kings XI Punjab,KC Sangakkara,Yuvraj Singh,MF Maharoof,2,0,,,,,,"","",7.6,,,,
ball,2,8.1,Kings XI Punjab,Yuvraj Singh,KC Sangakkara,PJ Sangwan,0,0,,,,,,"","",8.1,,,,
ball,2,8.2,Kings XI Punjab,Yuvraj Singh,KC Sangakkara,PJ Sangwan,0,0,,,,,,"","",8.2,,,,
ball,2,8.3,Kings XI Punjab,Yuvraj Singh,KC Sangakkara,PJ Sangwan,1,0,,,,,,"","",8.3,,,,
ball,2,8.4,Kings XI Punjab,KC Sangakkara,Yuvraj Singh,PJ Sangwan,0,0,,,,,,"","",8.4,,,,
ball,2,8.5,Kings XI Punjab,KC Sangakkara,Yuvraj Singh,PJ Sangwan,2,0,,,,,,"","",8.5,,,,
ball,2,8.6,Kings XI Punjab,KC Sangakkara,Yuvraj Singh,PJ Sangwan,4,0,,,,,,"","",8.6,,,,
ball,2,9.1,Kings XI Punjab,Yuvraj Singh,KC Sangakkara,DL Vettori,0,0,,,,,,"","",9.1,,,,
ball,2,9.2,Kings XI Punjab,Yuvraj Singh,KC Sangakkara,DL Vettori,1,0,,,,,,"","",9.2,,,,
ball,2,9.3,Kings XI Punjab,KC Sangakkara,Yuvraj Singh,DL Vettori,0,0,,,,,,"","",9.3,,,,
ball,2,9.4,Kings XI Punjab,KC Sangakkara,Yuvraj Singh,DL Vettori,0,0,,,,,,"","",9.4,,,,
ball,2,9.5,Kings XI Punjab,KC Sangakkara,Yuvraj Singh,DL Vettori,0,0,,,,,,"","",9.5,,,,
ball,2,9.6,Kings XI Punjab,KC Sangakkara,Yuvraj Singh,DL Vettori,0,0,,,,,,"","",9.6,,,,
ball,2,10.1,Kings XI Punjab,Yuvraj Singh,KC Sangakkara,R Bhatia,0,1,1,,,,,"","",10.1,,,,
ball,2,10.2,Kings XI Punjab,Yuvraj Singh,KC Sangakkara,R Bhatia,0,0,,,,,,"","",10.1,,,,
ball,2,10.3,Kings XI Punjab,Yuvraj Singh,KC Sangakkara,R Bhatia,1,0,,,,,,"","",10.2,,,,
ball,2,10.4,Kings XI Punjab,KC Sangakkara,Yuvraj Singh,R Bhatia,0,0,,,,,,"","",10.3,,,,
ball,2,10.5,Kings XI Punjab,KC Sangakkara,Yuvraj Singh,R Bhatia,4,0,,,,,,"","",10.4,,,,
ball,2,10.6,Kings XI Punjab,KC Sangakkara,Yuvraj Singh,R Bhatia,4,0,,,,,,"","",10.5,,,,
ball,2,10.7,Kings XI Punjab,KC Sangakkara,Yuvraj Singh,R Bhatia,0,0,,,,,,"","",10.6,,,,
ball,2,11.1,Kings XI Punjab,Yuvraj Singh,KC Sangakkara,DL Vettori,1,0,,,,,,"","",11.1,,,,
ball,2,11.2,Kings XI Punjab,KC Sangakkara,Yuvraj Singh,DL Vettori,0,0,,,,,,"","",11.2,,,,
ball,2,11.3,Kings XI Punjab,KC Sangakkara,Yuvraj Singh,DL Vettori,1,0,,,,,,"","",11.3,,,,
ball,2,11.4,Kings XI Punjab,Yuvraj Singh,KC Sangakkara,DL Vettori,0,0,,,,,,"","",11.4,,,,
ball,2,11.5,Kings XI Punjab,Yuvraj Singh,KC Sangakkara,DL Vettori,1,0,,,,,,"","",11.5,,,,
